" ","Values0","Values1","Values2","Values3","Values4","Values5","Values6","Values7","Values8","Values9","Values10","Values11","Values12","Values13","Values14","Values15","Values16","Values17","Values18","Values19","Values20","Values21","Values22","Values23","Values24","ClassName"
fish-20.gif,5423.06,3968.65,674.1,2132.91,2727.8,1948.02,1030.28,501.887,1378.17,942.463,747.256,670.746,601.225,746.736,1031.31,310.484,51.1201,419.454,512.526,241.921,597.491,493.633,400.4,375.854,418.787,"fish"
pocket-15.gif,56491.1,28301.1,16874,267.419,2034.57,13137.2,6400.88,8409.79,4235.53,11359.1,7251.03,984.353,502.045,35.2939,1928.17,3455.5,2554.81,2526.29,126.544,2235.99,544.66,898.383,1324.43,410.287,969.951,"pocket"
key-20.gif,79900.4,23256.9,12269.8,1971.13,5625.95,16832.4,19575.9,5846.39,12462.3,63.9314,1711.93,5044.37,664.389,1029.11,876.719,2086.66,1436.88,801.788,1567.21,2612.88,866.555,2064,291.904,1035.61,121.705,"key"
rat-12.gif,86976.9,11609.7,7157.16,636.377,5366.86,1900.37,1668.38,2678.77,2538.08,1135.53,736.914,72.2952,1589.37,3485.5,2449.83,181.158,634.905,934.576,862.121,747.292,52.3174,560.637,667.58,852.054,543.476,"rat"
dog-17.gif,14054.4,2816.49,4874.6,1341.17,742.27,287.576,3197.46,633.055,1223.54,426.342,338.503,17.643,74.0958,694.331,625.266,43.7812,415.471,198.431,240.746,43.2603,240.25,183.846,386.224,231.895,26.2744,"dog"
octopus-11.gif,42460.5,7957.33,6441.27,368.163,9818.63,14912.9,5443.3,329.452,1646.98,123.446,608.616,1821.57,789.75,2587.48,966.25,399.921,1442.48,527.65,65.9088,625.024,7.48874,527.41,259.873,668.21,366.674,"octopus"
fountain-14.gif,72748,2431.73,22901.1,2645.34,4276.86,3365.26,7293.89,1486.98,4552.13,1287.4,133.765,57.8264,437.887,1540.74,620.202,209.068,376.565,372.777,696.449,27.4719,151.267,391.131,644.435,711.091,84.857,"fountain"
cattle-19.gif,190779,9904.75,4457.19,7324.74,32797.8,39195.4,16914.8,18089.6,4705.98,25152.6,8919.64,1251.84,1619.25,7338.12,7114.92,492.378,2716.91,481.376,784.775,46.0781,2787.44,3460.8,2541.41,1382.97,1075.65,"cattle"
bottle-14.gif,95125.7,25748.9,9288.89,95.1898,1526.15,2270.6,3567.03,3525.8,3460.66,4781.67,1591.44,106.287,455.037,1483.07,1231.65,1459.7,63.9432,85.1177,594.889,1102.31,401.139,295.239,234.588,125.33,398.908,"bottle"
spoon-14.gif,54433.5,588.219,7682.21,1325.47,13206.8,11686.5,467.812,3546.71,514.143,2378.55,2970.76,83.8706,1030.04,5.52074,1500.29,1658.16,86.8106,90.2851,16.6275,809.471,1040.28,58.0176,191.502,82.7138,465.54,"spoon"
Heart-19.gif,67237.2,3375.22,5215.43,32166.3,6087.42,2451.55,14229.2,2959.29,3746.6,13213.6,1094.36,432.603,8994.73,464.019,1469.76,2003.51,8903.54,527.398,1738.34,2386.64,3025.91,1580.4,51.8322,3839.76,1967.05,"Heart"
device4-12.gif,277554,11802.8,10892.5,4840.75,34598,34665.3,8025.81,8299.69,23377.6,10163,2222.37,10502.1,5404.92,1332.09,3048.13,321.175,2274.74,1402.24,1905.93,999.244,4611.25,1155.44,841.359,1675.55,3319.26,"device4"
pencil-19.gif,77460.5,6938.92,14899.1,289.827,4664.08,7330.61,2204.49,4304.28,13523,2861.01,2081.07,931.872,2967.31,1595.29,62.545,821.224,2211.2,594.874,152.319,848.564,1414.2,537.465,219.818,444.724,771.498,"pencil"
device8-14.gif,232598,29551.6,13417.8,29486.6,38431.7,63387.6,15392,14557.5,13819.6,7979.25,7377.38,1448.16,3044.04,11990.7,8533.49,3873.24,9552.01,4043.11,3381.18,2748.07,1521.38,3728.34,1988.74,11.2489,2210.17,"device8"
tree-14.gif,47902.5,714.64,4813.36,1925.54,9393.09,16075,414.744,1496.59,1113.82,2827.83,2376.53,172.423,329.641,1578.38,2812.07,2209.84,523.695,385.715,689.538,1332.48,640.607,153.443,137.55,519.344,800.013,"tree"
device1-12.gif,208897,41900.7,1356.62,15082.5,19212.2,3059.01,1966.09,534.277,7234.48,13381.5,669.34,6569.79,3485.79,4715.48,3816.9,2033.91,3311.41,1080.11,243.392,1034.51,1096.67,1248.95,317.524,209.618,686.028,"device1"
spoon-17.gif,52332.2,27923.5,395.419,265.733,5768.11,2584.33,11607.3,1913.34,7393.1,2472.62,2544.69,4660.23,1811.9,1892.08,1653.47,558.978,492.306,869.369,893.603,223.02,825.833,262.813,99.4806,924.827,848.191,"spoon"
children-13.gif,78047.6,13312.7,23251.9,7077.97,2319.8,3190.37,1924.92,2764.28,2652.4,812.16,455.168,402.531,1263.38,415.94,1193.22,1159.53,42.2683,132.108,317.15,719.137,441.066,62.994,162.011,111.092,620.017,"children"
device5-12.gif,258103,54641.5,463.849,16354.1,16245.5,20025.5,1946.67,298.199,2125.23,4580.13,134.345,691.855,1844.66,2379.01,800.091,3435.75,2947.35,1298.43,4822.57,4187.12,1228.33,1318.65,1062.83,6.7543,1669.79,"device5"
deer-12.gif,260802,27611.9,51236.2,7469.18,47163.5,8902.26,79262.6,39269.3,7044.66,4631.73,6152.15,657.998,805.814,2245.84,5596.86,15236.1,1732.48,2519.36,6398.2,9397.78,7820.49,10077.6,408.852,1054.93,5422.07,"deer"
device2-17.gif,236941,44910.3,2480.65,13040.6,26291.2,8104.22,23201.5,9195.43,5709.96,16185.4,6745.89,1392.77,2927.83,6325.67,8111.16,2490.07,322.447,925.75,1397.51,2451.58,1219.96,2087.06,253.571,146.111,1330.82,"device2"
Bone-18.gif,100484,23023.9,1862.21,7539.54,7035.37,6192.92,24847.4,4679.62,8476.41,6361.03,257.523,2206.81,2598.73,715.447,5627.92,3412.86,5452.48,677.205,1311.51,3445.64,547.805,1394.94,308.297,818.31,2987.9,"Bone"
horseshoe-12.gif,5128.31,519.684,975.273,186.396,674.11,744.192,740.055,440.615,538.409,153.497,149.579,55.4084,106.993,207.481,254.697,2.19905,323.97,165.683,292.793,75.5273,375.329,108.333,19.646,190.401,285.173,"horseshoe"
shoe-14.gif,70251.2,39439.5,11314.3,21302.9,1866.73,23853.9,24863.3,13871.9,2183.11,1632.31,2785.65,2087.38,100.85,2033.77,8064.95,548.341,244.653,1860.58,2087.64,328.626,381.42,11.9998,1315.27,1267.13,941.822,"shoe"
apple-16.gif,35580.4,5087.44,95.6297,2227.62,9350.81,17692,917.558,792.318,642.004,91.3726,4027.19,1809.93,653.566,504.834,2492.49,2884.25,890.552,825.357,1261.54,9.95516,1342.15,506.623,1003.28,872.209,949.045,"apple"
fork-16.gif,267685,24640.2,34592.6,10199.6,29195.7,27599.8,56392.3,22395,13650,9209.21,675.788,13931.4,2342.52,8633.57,2370.31,5496.28,776.113,6258.38,4482.91,2602.83,2672.6,1716.5,3001.72,1288.43,1835.28,"fork"
device7-14.gif,196766,1054.23,152.417,565.755,37078.3,47888.8,448.442,119.393,1616.55,19472.2,12898.8,870.964,64.4158,2006.2,2073.66,5418.78,399.764,27.3601,1395.8,1925.79,4060.7,410.065,41.0191,1532.42,626.13,"device7"
watch-12.gif,90299.5,21968.1,33134.6,8829.7,10545.3,5433.33,9587.75,6572.15,495.251,1082.21,2410.9,2584.34,306.447,919.662,1999.26,29.3298,812.923,848.85,835.986,1620.57,624.104,1380.06,1754.3,1574.07,817.515,"watch"
turtle-12.gif,62244.2,29056.1,17625.8,21104.9,2652.06,15802.7,9794.13,1670.03,6964.32,8694.57,877.265,90.472,1009.15,2343.38,1882.07,1974.36,1058.06,226.821,53.4585,1709.84,1437.81,2216.53,162.65,1287.48,729.676,"turtle"
cellular_phone-18.gif,42026.2,24668.8,7317.75,19845.2,6868.73,13994.2,13208.9,5607.25,915.901,2103.29,2650.21,3649.44,1967.4,1332.23,3333.65,2610.88,2896.46,1304.2,123.343,584.668,1880.46,1700.87,523.466,163.891,351.044,"cellular_phone"
apple-17.gif,28038.2,8153.06,1227.1,241.555,9530.19,16548.7,902.884,892.196,872.533,6103.29,1017.62,266.609,338.033,919.859,640.081,452.305,4164.61,234.746,262.268,1547.43,2006.52,1884.38,872.054,1105.91,1699.87,"apple"
cellular_phone-13.gif,31658.1,21485.8,685.313,12168.5,9017.45,13536.1,9913.02,2727.5,1137.89,356.394,4496.11,3766.88,1742.52,929.356,2099.22,4282.23,3616.71,2284.34,1496.73,1340.49,2426.06,1481.17,471.536,363.672,937.857,"cellular_phone"
bottle-18.gif,95653.7,26017.5,9573.88,71.4463,1515.42,2631.67,3258.12,2908.31,3398.64,3897.46,1603.28,48.1718,403.761,1439.42,1269.86,1560.17,336.646,177.653,812.214,1137.33,701.679,88.961,3.29294,64.8307,443.666,"bottle"
fly-18.gif,34662.3,10105.6,5880.06,578.474,5820.66,6246.05,8195.33,67.1097,4532.59,1058.41,2439.45,171.221,603.545,511.771,554.848,825.711,56.1026,608.112,129.757,399.548,52.1011,418.76,166.09,141.685,507.748,"fly"
Comma-12.gif,49031.1,4501.58,11266.6,11724.9,858.536,17374.8,16749.4,17882.1,20941.8,3198.17,3298.19,4892.95,2928.73,5931.87,1981.29,560.344,1462.32,375.365,865.629,2822.41,2871.36,1221.36,1815.11,33.2182,2522.96,"Comma"
Glas-15.gif,58863.2,9233.54,12459.8,189.925,10118.4,1485.7,14293.2,9413.65,11937,4350.49,708.449,352.959,1069.28,2824.27,6693.05,2120.37,3240.19,873.055,866.843,2372.69,2270.19,554.63,1956.15,207.347,1826.74,"Glas"
frog-13.gif,18510.3,2857.07,2786.7,1541.98,4731.19,6467.4,2409.21,159.555,835.427,1504.72,384.506,1455.97,481.119,315.112,328.703,272.51,243.55,648.716,846.541,124.82,132.138,38.3305,327.037,18.5241,350.649,"frog"
Glas-13.gif,61449.1,22740.4,10323.9,4708.44,13987.9,5061.49,1463.76,12882,16824.8,4846.88,1808.74,8742.53,6132.52,150.75,1589.76,2889.19,1580.87,5982.29,5674.37,5114.58,1398.13,3118.04,84.5883,1439.19,882.158,"Glas"
car-16.gif,88675.4,18423.2,8868.99,3769.93,3414.48,468.703,5325.05,1664.43,2482.7,3146.68,1521.03,693.813,2095.51,1405.05,164.172,180.569,833.058,54.0065,463.319,432.484,465.41,299.125,486.499,243.186,411.133,"car"
pocket-13.gif,16962.1,7765.7,4768.85,576.209,574.283,3558.25,1112.54,2967.82,1957.93,3092.15,2159.03,480.659,189.785,600.606,1126.39,1545.55,814.546,900.11,415.615,987.025,500.458,68.869,17.1722,51.7464,10.1089,"pocket"
turtle-14.gif,57449.2,13612.9,16823.6,692.743,9441.38,12492.8,11715.1,331.524,17282.8,7499.37,5609.26,2515.59,5366.1,1437.03,3094.4,1946.25,1457.59,2180.49,1605.65,4036.9,264.838,881.077,1626.46,1408.43,3007.01,"turtle"
personal_car-18.gif,55380.2,28928.1,16219.9,27554.7,6193.65,14828.2,17196.7,9573.87,69.1482,4190.66,3033.83,5227.64,3955.39,3705.63,6717.01,1520.88,2832.14,2997.12,3350.82,4654.52,297.655,71.5253,1253.14,2675.47,3948.19,"personal_car"
hat-16.gif,6347.09,3876.8,908.078,3534.84,2897.74,3757.68,1730.44,810.417,2032.36,1627.42,1180.9,384.56,344.338,385.674,140.596,470.168,150.052,91.568,32.7369,224.219,286.793,146.086,26.8934,60.481,72.4314,"hat"
bottle-15.gif,96922.1,28775.4,13905.7,3714.17,1765.31,3423.77,1628.32,1424.01,2274.89,4863.76,886.937,1185.34,2351.17,1213.22,253.978,637.124,128.767,621.714,783.365,665.18,144.811,705.92,228.69,213.684,225.274,"bottle"
rat-14.gif,89061,11962.8,7410.19,654.572,6103.75,2042.77,1731.94,2046.35,1931.76,1252.72,913.858,528.262,1745.06,3282.5,2153.33,292.531,92.5758,673.046,973.886,876.562,402.336,701.548,11.4958,479.875,383.922,"rat"
cup-18.gif,75954.6,5324.93,2533.59,2171.76,14949.8,11784.2,18014.8,5422.34,4240.69,1266.98,5554.53,5389.67,769.042,1753.17,2660.65,1135.08,1495.07,1169.95,288.892,1939.54,957.56,1344.93,847.223,2175.82,746.978,"cup"
camel-17.gif,104473,5590.53,1177.25,2123.56,14292.8,29801.6,1615.4,6026.1,8879.11,6725.48,4443.79,2252.67,2521.98,244.843,5167.88,5341.57,2645.48,812.5,2206.57,1871.68,1074.28,1520.41,217.418,1716.54,841.361,"camel"
camel-13.gif,76991.5,1688.94,8076.88,2464.53,12784.8,18595.8,20766.7,1230.35,9296.45,1803.11,1264.38,4154.37,3625.91,243.162,1309.23,2160.2,2893.91,3024.3,1832.53,511.611,503.298,2570.41,463.887,608.248,49.5677,"camel"
Comma-11.gif,39694.1,2717.82,7973.36,2909.28,15074.6,11375.4,4449.27,23795.1,3412.55,2174.84,4713.75,2077.22,9286.71,4311.47,8530.75,4143.59,1234.63,3299.79,3054.87,2024.61,1713.55,2176.77,2681.98,3021.16,158.271,"Comma"
children-12.gif,78028.6,13133.3,23163.3,6944.65,2330.7,2951.96,1807.44,2613.44,2820.67,1087.21,429.785,159.148,1096.36,474.393,1198.7,1114.59,129.622,89.5293,204.038,650.143,427.691,39.5972,138.208,5.80674,600.409,"children"
chopper-20.gif,87062.6,6492.71,7965.49,378.996,13948.6,9862.29,9199.52,3235.91,2852.59,2640.04,1107.54,963.649,2162.04,233.1,2405.24,700.986,1572.31,1370.31,1391.29,1092.05,932.378,1303.72,155.713,101.441,17.5856,"chopper"
pocket-11.gif,108005,36784.8,10843.9,3921.42,1256.96,7153.51,13971.2,10870.9,8668.65,13225.8,11868.2,3750.04,1358.68,959.347,1766.01,6424.4,384.136,2587.3,3304.4,1084.27,2169.6,2373.15,1768.77,3204.63,2841.78,"pocket"
beetle-15.gif,106396,6469.8,880.379,340.5,17631.6,22125.7,2689.09,654.481,5952.33,1986.4,4109.25,3181.28,724.214,2746.05,5167.78,369.662,2884.37,327.529,782.341,123.051,333.013,1914.33,570.967,822.278,518.393,"beetle"
HCircle-17.gif,15774.1,42.5733,8368.28,2134.3,7469.65,3148.48,4618.55,3586.27,6079.28,1498.09,1227.49,2445.85,1965.59,1067.86,1614.86,1085.23,1227.68,348.704,860.837,2169.99,859.026,638.216,157.918,868.913,1299.89,"HCircle"
Bone-16.gif,118920,12633.7,4577.62,16921.4,12222.9,350.907,36033.9,7013.13,2414.13,4207.07,658.921,752.468,1455.76,1060.81,2380.33,3254.32,2330.06,4427.4,3046.81,2774.24,1361.47,2821.73,882.966,2289.23,448.211,"Bone"
turtle-11.gif,103389,2546.25,3785.31,171.214,15146.3,30981,6119.51,5283.57,1398.93,4522.28,1525.9,4573.45,604.453,2104.17,2885.91,4480.49,631.48,248.31,1151.19,3382.72,316.811,1479.98,131.859,222.405,323.502,"turtle"
truck-15.gif,97207.9,43241.2,10922.1,7993.69,6940.02,2010.01,860.667,70.4936,1877.32,1629.17,255.583,12.8938,582.392,356.618,112.875,82.6001,105.123,45.9132,200.947,217.491,80.8747,305.347,364.676,107.215,168.267,"truck"
crown-17.gif,11161.2,6338.61,578.063,1491.25,380.058,3568.45,2396.87,140.548,1258.38,856.437,284.637,793.852,945.748,145.526,211.333,340.929,773.192,724.278,479.041,311.685,29.7164,320.777,149.418,332.205,231.947,"crown"
apple-14.gif,37063.3,5666.29,174.028,1312.9,10341.7,17622.9,5318.62,2483.95,980.139,4732.66,2770.48,19.7973,2316.46,960.181,171.127,849.838,494.236,2413.11,1459.65,1073.06,319.904,842.382,57.6131,1474.71,1359.27,"apple"
cattle-13.gif,196074,7984.71,2055.81,17749.4,37559.7,51764.4,19714.2,15429.2,670.225,11910.9,13551.5,2912.96,1566.48,2480.21,8593.13,9487.64,3972.02,1691.19,937.001,4705.49,1819.73,2984.69,879.539,467.242,302.251,"cattle"
cup-14.gif,70618.3,113.194,4771.54,4847.57,16479.8,36679,2548.23,3520.72,2419.31,4736.42,12165.7,1095.73,1697.56,6811.99,7894.14,1984.08,3926.35,419.49,2115.09,3558.43,599.622,2323.83,1322.29,658.436,2186.39,"cup"
Bone-14.gif,119860,20625.2,4810.31,12815.8,14311.2,7158.61,35122.7,7712.05,12036.9,7191.53,780.648,488.898,7117.21,2524.69,6664.86,4052.91,4940.71,603.622,2222.72,4190.38,2523.3,2421.17,48.0646,530.637,1190.94,"Bone"
butterfly-14.gif,39846.2,16473.7,7672.92,9402.22,5671.29,1729.67,1451.43,5342.17,814.369,4654.6,3444.42,1419.54,515.589,1487.09,2995.8,2682.77,1369.38,1512.33,2095.61,844.925,915.735,34.6347,696.201,457.99,1338.22,"butterfly"
Glas-11.gif,48119.1,23297.2,8962.2,7987.24,6744.82,53.9201,8989.38,3570.52,13996.3,8622.15,422.311,596.703,760.824,911.927,3891.01,303.656,64.5884,494.719,1231.56,1233.42,991.402,1953.95,108.792,882.928,1403.09,"Glas"
watch-17.gif,62763.2,44345.7,5705.31,20727.4,19067.8,11967,13228.9,6452.84,246.402,920.418,3344.37,2681.65,1675.3,572.772,52.5589,416.509,107.552,79.6093,263.132,226.25,1630.61,674.296,164.183,2.14543,855.912,"watch"
device6-12.gif,221078,25479.9,4243.15,12623.7,28791.8,16537,24784.6,10073.9,10100.5,19781.4,4982.94,1211.61,4968.8,6338.08,8062.58,4812.95,792.722,1126.08,3523.14,1502.49,392.22,3737.98,1805.74,509.298,1631.47,"device6"
fish-12.gif,7672.15,5057.27,197.507,3284.46,2397.07,1915.47,1562.92,622.261,65.779,45.1371,327.332,453.504,509.243,605.9,610.072,980.752,776.075,430.167,250.962,253.256,407.561,420.353,287.188,202.603,199.166,"fish"
device3-15.gif,170973,3888.33,1529.51,950.578,25581.7,93898.3,18767.3,192.536,12868.1,3090.71,15519.8,1822.22,518.196,9038.08,9070.25,7879,106.455,393.576,1346.51,4735.4,1163.72,6079.68,461.93,2194.11,1075.83,"device3"
elephant-14.gif,178401,37386.5,68360.1,19456.9,14860,30303.1,39509.5,1277.94,37013.5,13886.6,9450.58,17197.5,7509.78,11923,7221.34,11446.7,22551.1,4527.85,3352.03,7823.18,2697.02,10858.4,5266.72,1064.51,816.986,"elephant"
cellular_phone-14.gif,33239.1,19922.7,4922.23,15414.5,6358.66,12745.8,11748.7,5122.37,1269.36,3355.67,2564.82,3050.84,2387.29,2535,3598.83,1985.12,1397.89,340.247,460.03,1556.6,1902.69,1234.51,86.7727,231.819,238.597,"cellular_phone"
horse-14.gif,625571,30985.8,23651,57896.7,111309,132241,37783.5,22562.6,15718.9,10017.4,35843,23000,1378.17,19208.1,22310,2798.19,15059.7,1267.85,5540.63,2162.42,1156.2,2197.67,103.729,4505.03,7613.19,"horse"
bird-12.gif,47655.3,16902.2,6842.83,9508.56,2782.26,555.006,9760.08,6809.97,4424.85,4597.92,4075.44,1989.31,626.118,2930.65,2286.81,3443.67,2284.36,824.449,694.446,123.985,1086.9,570.942,362.293,663.405,86.4684,"bird"
Glas-20.gif,63468.1,22491.4,8234.57,157.742,16485,8750.12,10625.8,6665.16,15535.3,6785.27,416.997,6292.48,3326.21,3664.92,7751.55,919.105,6795.29,405.521,5219.84,364.595,2714.61,2129.61,102.351,1642.19,2543.53,"Glas"
rat-19.gif,88414.9,8854.17,8043.63,1775.17,6794.17,2306.91,1787.64,6717.83,657.686,3437.93,964.952,1238.41,996.809,296.246,1879.83,486.925,1323.82,727.564,195.925,1126.22,1044.29,807.62,122.799,51.0998,1223.32,"rat"
fork-20.gif,294522,19140.9,63259.4,1230.57,22041.2,17353.7,9962.7,20968.1,2144.05,4722.1,1816.71,1470.39,6238.92,1655.89,782.382,341.828,2326.39,297.346,892.072,1301.34,108.467,4038.84,2588.61,831.44,125.572,"fork"
cattle-14.gif,59624.2,22683.7,18769.9,12408.4,5508.98,12993.3,11684.3,1661.24,10159.3,5631.73,2184.25,315.797,1628.7,401.877,1939.38,736.083,3688.53,2530.06,396.177,1418.41,533.105,3307.28,758.323,1877.77,1134.26,"cattle"
Misk-13.gif,40779.1,936.494,3024.44,3844.89,4131.66,8718.34,4971.77,2067.56,6239.47,1921.19,5391.58,697.892,3705.22,541.634,218.933,1335.49,2730.41,667.324,1550.85,3463.97,3347.28,869.036,738.939,1122.49,349.633,"Misk"
tree-16.gif,54874.7,4283.14,5130.38,456.453,11106,8650.46,4355.16,1308.71,1440.79,1369.44,468.328,2412.44,713.186,1075.91,256.521,866.744,848.229,160.556,795.127,483.439,823.906,294.454,66.8849,270.055,396.334,"tree"
children-20.gif,78184.6,13285.2,23116.3,7035,2314.96,3114.26,1836.51,2731.51,2692.3,975.377,443.166,245.479,1172.11,444.278,1180.75,1131.97,46.2661,151.976,252.171,691.992,465.526,8.03015,111.512,68.2073,637.532,"children"
hat-13.gif,8279.17,1214.86,2082.06,1199.25,2436.25,2709.92,1863.24,748.438,556.478,1405.37,255.571,486.188,380.461,155.755,483.98,152.701,700.929,259.134,261.902,82.0772,536.319,103.252,35.5126,130.47,290.321,"hat"
device3-19.gif,163802,223.71,800.148,133.999,23964.9,98290.2,9977.03,1212.36,6585.08,17778,12423.3,2941.23,1698.5,1262.22,7257.8,1282.8,2738.17,1732.71,2892.11,2051.78,6150.67,3043.4,2762.72,2321.88,544.887,"device3"
spring-16.gif,44007.3,2614.4,2258.88,3559.15,219.372,4781.5,4175.18,3350.32,1087.66,3072.03,1689.87,2369.22,783.704,2415.62,728.003,1045.18,2490.75,884.027,541.577,140.352,8.1914,986.478,121.756,52.6119,154.682,"spring"
bird-14.gif,20479.5,644.445,2982.48,1906.82,5019.51,4188.67,3322.72,1650.08,112.445,1225.9,207.815,618.727,220.417,143.724,470.607,11.5196,792.549,212.091,91.0639,237.627,219.756,201.914,332.638,234.17,220.882,"bird"
lmfish-12.gif,173912,18305.3,934.667,5317.98,17872.7,3753.76,22648.9,344.201,4321.65,13860,2949.14,10225.4,2816.81,2949,2837.67,4919.49,3557.82,55.28,2946.31,5792.86,4283.05,1201.16,1879,912.063,2279.04,"lmfish"
carriage-16.gif,93516,6003.38,15282.2,1110.25,4962.12,2043.92,2013.52,3134.03,614.466,1932.4,327.466,717.213,576.934,1576.8,1130.87,100.38,930.192,290.612,122.901,269.878,391.199,731.181,54.775,134.091,197.6,"carriage"
truck-16.gif,97269.2,43884.2,10883.4,8547.77,6885.44,829.767,1193.68,1019.97,2224.82,338.353,297.728,281.948,404.548,531.634,104.048,277.814,324.223,162.71,41.7055,88.5235,134.13,183.509,181.326,25.5613,201.871,"truck"
device5-17.gif,258992,53259.1,405.757,16037.4,17247.6,16358.1,600.006,676.54,4043.14,8297.41,2921.76,1445.97,2511.94,3607.03,2774.97,4877.51,4782.94,1086.94,3634.3,4039.56,107.959,2047.89,327.739,962.495,461.095,"device5"
fork-12.gif,282294,4759.53,70467.2,5633.84,31990.2,7940.95,211.832,24347.2,5750.37,9681.59,4344.42,3699.48,6949.32,8581.54,5172.84,6370.83,1389.64,63.9739,1342.33,4982.96,2088.01,1047.77,602.092,331.852,2139.42,"fork"
frog-18.gif,15078.2,2884.44,234.151,4015.17,858.079,3820.95,3491.26,2578.29,1861.73,792.365,867.412,586.022,1586.31,967.578,194.074,1533.8,211.327,882.06,245.986,627.787,181.046,569.16,560.405,138.053,358.584,"frog"
children-16.gif,78109.6,13402.2,23470.9,7275.72,2160.14,3265.36,2005.04,2756.31,2564.65,632.766,538.461,438.398,1247.17,275.905,1277.65,1172.45,134.444,126.933,304.146,698.535,447.139,127.239,184.017,168.331,632.73,"children"
device7-16.gif,161401,258.486,101.155,419.126,37086.4,69080.8,725.14,79.224,686.332,18225.8,11035.1,92.0057,45.8211,1293.22,3238.55,4805.12,41.1492,45.8419,776.41,2663.83,5709.93,297.071,28.8088,765.09,1077.48,"device7"
Heart-17.gif,65666.2,1756.4,14138.6,27344.3,6758.58,1146.22,17677.2,1506.94,2917.97,10630.3,3716.12,735.093,9018.97,2493.24,3807.47,3106.1,9583.98,481.175,199.703,1779.14,4270.18,1597.38,258.102,2902.26,2814.84,"Heart"
device1-20.gif,208491,38370.5,1600.79,14267,21376.3,3592.73,8110.96,262.851,8447.21,17931.4,2897.82,9180.32,2735.63,2329.2,2956.24,1180.4,2832.33,688.449,2380.14,2067.39,2986.3,234.572,757.537,138.675,1548.68,"device1"
carriage-11.gif,92149,6882.65,14253,2841.75,3482.27,2993.74,340.18,501.902,2133.14,812.063,1052.49,107.058,958.075,1596.83,828.315,74.5289,172.341,1323.57,675.355,576.187,136.838,3.33198,573.609,146.441,434.567,"carriage"
device2-19.gif,188045,2547.38,1.55732,285.597,20845.8,63940.7,183.252,37.3288,2725.05,13639.4,8690.94,1176.99,135.802,2474.69,4482.21,8797.74,489.16,76.8279,1551.59,4725.54,5588.38,1205.02,100.267,1661.69,3297.5,"device2"
bell-17.gif,4562.18,1740.01,171.41,634.972,806.802,1298.41,689.189,205.77,1034.71,894.792,483.177,407.475,296.089,138.824,292.448,117.212,264.72,108.535,25.0639,70.8323,256.471,23.0052,24.4258,46.6102,157.885,"bell"
guitar-17.gif,95751.1,46044.7,12805.2,19314.2,22169.9,30308.9,29594,10638.1,11368.9,18118.9,5664.23,14728.9,1578.72,11912.9,1206.15,914.31,2918.92,3045,1266.72,1291.17,2664.94,2283.57,3187.9,735.468,3071.11,"guitar"
bird-20.gif,119537,49373.5,16380,8655.22,10922,14206.2,29615.3,21455.8,10158.5,4647.94,2924.67,4215.22,8156.11,6341.69,3418.91,3646.32,4409.32,2183.72,4749.41,2931.77,1775.54,1294.29,754.641,2704.21,2661.79,"bird"
device7-20.gif,183720,1134.85,126.498,878.693,37597.5,54295.5,126.746,138.74,1295.12,19845.7,10598.7,607.778,82.8074,2387.14,1730.76,5417.61,220.005,81.0141,1515.14,1654.58,3804.28,126.412,79.3289,1234.19,355.04,"device7"
shoe-16.gif,71645.2,38956.3,8444.03,12295.4,3570.35,30778.6,27920.3,13459.5,599.174,4529.68,4951.45,4156.63,3750.94,4854.68,6062.48,990.032,951.988,2011.48,889.444,1807.78,1103.53,206.195,1180.06,887.825,849.377,"shoe"
key-11.gif,61363.2,39678.2,1534.97,21411.1,11158.3,17120.8,8076.24,720.602,1678.38,3347.2,4943.13,3072.15,895.278,1374.45,3816.82,756.235,322.654,416.88,229.536,912.75,194.417,626.04,1191.06,1000.92,285.262,"key"
Comma-20.gif,57992.1,8964.23,6859.39,12459.2,1634.94,23106.7,24560.3,18704,14855.7,4871.8,8276.68,7812.43,1681.34,7326.82,2236.51,2915.73,4916.13,538.112,4017.27,705.69,4505.14,2374.58,545.507,69.3323,4059,"Comma"
horseshoe-14.gif,13659.2,1459.15,1483.29,209.222,2161.78,594.172,358.049,163.578,166.953,1443.86,812.294,278.765,796.769,66.4119,1056.13,125.231,83.6725,177.22,264.291,15.5717,17.474,656.583,378.114,542.77,205.766,"horseshoe"
device3-11.gif,170640,3147.05,1602.19,774.883,25632.2,90860.5,21578.1,185.413,14828.1,327.203,14536.4,384.829,616.402,10736.5,10416.1,7412.82,703.665,68.3002,783.762,5061.84,134.206,5774.46,756.602,1432.27,291.574,"device3"
truck-20.gif,96658.5,42090.5,10353.8,6630.57,6380.01,940.366,118.342,387.343,713.233,191.791,357.081,125.193,758.295,669.007,345.027,138.608,244.673,225.674,193.704,141.554,77.1799,134.804,323.18,291.231,40.454,"truck"
butterfly-18.gif,36388.2,10065.2,2418.95,7238.16,1499.3,9503.19,10280.1,4188.2,189.868,4147.16,1897.09,2786.25,741.718,3310.27,2857.26,1430.45,1296.6,1402.09,400.69,1601.88,2055.9,1734.36,1569.28,275.545,945.743,"butterfly"
chicken-12.gif,92796.2,22857.1,22800.1,9470.3,13026.2,2505.46,35813.4,1111.91,18907.4,3513.96,15940.6,1603.26,1275.83,5114.44,3457.2,708.234,3787.19,977.878,5480.79,3653.31,1866.86,3488.63,4023.67,353.524,562.909,"chicken"
